commit,score
Fixed regular expression denial of service (ReDoS) vulnerability ,1
Merge branch 'next-30511/move-integration-payment-handlers' into 'trunk'NEXT-30511 - Move integration payment handlersSee merge request shopware/6/product/platform!11479,0
"[FEATURE] Auto create DB fields from TCA for type ""inline""Tables with TCA columns set to type=""inline"" do notneed an ext_tables.sql entry anymore. The core nowcreates this field automatically.This is one of many patches in this area: The v13 goalis to obsolete ext_tables.sql in most cases bycreating default ""business"" fields of TCA tablesautomatically.The patch adds the main magic in class DefaultTcaSchemaand removes own ext_tables.sql definitions havingtype=inline.If the child side definition is set as any of * foreign_table_field * foreign_fieldand TCA of those fields is absent or set to type=""passthrough"",also those child relation SQL definition is autogenerated andcan be removed from ext_tables.sql file.Resolves: #102210Related: #101553Releases: mainChange-Id: I073dbbfc507fb9225924002ddf704239865f4ec3Reviewed-on: https://review.typo3.org/c/Packages/TYPO3.CMS/+/81488Reviewed-by: Nikita Hovratov <nikita.h@live.de>Tested-by: Christian Kuhn <lolli@schwarzbu.ch>Reviewed-by: Christian Kuhn <lolli@schwarzbu.ch>Tested-by: Nikita Hovratov <nikita.h@live.de>Tested-by: Oliver Klee <typo3-coding@oliverklee.de>Tested-by: core-ci <typo3@b13.com>",1
Convert to string always,1
Add remaining missing validation to `BoostedTreesCalculateBestFeature… …Split`PiperOrigin-RevId: 387423006Change-Id: I8eaf30efb223011519e60707bfa751b275d3a443,1
Fix code execution issue in email command. ,1
Fix `tf.raw_ops.CTCGreedyDecoder` CHECK failure. PiperOrigin-RevId: 369960465Change-Id: If0b8b3264d5a47a24ac0970ed7b81ce6b4921fae,1
Update README.md,0
"[xla:ffi] Add initial implementation of XLA FFI API and C++ bindings #6335XLA FFI is a new API unifying xla/runtime/custom_call and xla/runtime/ffi.1. Stable C API that allows registering external FFI handlers (type safe custom calls with rich C++ API)2. Header only C++ library to define bindings for C API3. An internal-only escape hatch for getting access to XLA internals for ""internal custom calls"" (statically linked libraries)This is an implementation detail of `API_VERSION_TYPED_FFI` custom call api version (https://github.com/openxla/xla/blob/59c82cdccaf959045053aaa000d819096ad3e0c1/xla/service/hlo.proto#L91-L110)PiperOrigin-RevId: 577072278",0
WIP: Add support for memory monitoring on Firebrick platform (#15021)* Add support for Firebrick memory monitoring.* Add mempool testing for Firebrick.,1
test: added missing tests for Configuration and Upgrade classes,0
fix: added sanitizer for CSV,1
Update Quick Start documentation,0
Prevent out-of-bound accesses in SparseBincount. PiperOrigin-RevId: 399918616Change-Id: I11d154f4444d3fde1f09c5c40628b8671791a30d,1
[TASK] Improve type annotations for ImageDimensionResolves: #101989Releases: mainChange-Id: Ifb2a68271f8e9dcd0bf37834fc673587a3cbcfcdReviewed-on: https://review.typo3.org/c/Packages/TYPO3.CMS/+/81129Tested-by: Christian Kuhn <lolli@schwarzbu.ch>Tested-by: core-ci <typo3@b13.com>Tested-by: Benni Mack <benni@typo3.org>Reviewed-by: Christian Kuhn <lolli@schwarzbu.ch>Reviewed-by: Benni Mack <benni@typo3.org>,0
Add flake8-logging to pre-commit,0
"Handle set where internalSetter and Proxy are both true Summary:If putComputed is called on a proxy whose target's prototypeis an array with a propname of 'length', then internalSetter will betrue, and the receiver will be a proxy.  In that case, proxy needs towin; the behavior may assert or be UB otherwise.Reviewed By: tmikovDifferential Revision: D23916279fbshipit-source-id: c760356d48a02ece565fb4bc1acdafd7ccad7c68",1
Merge branch '3.2',0
chore(deps): bump tecnickcom/tcpdf from 6.6.2 to 6.6.5Bumps [tecnickcom/tcpdf](https://github.com/tecnickcom/TCPDF) from 6.6.2 to 6.6.5.- [Changelog](https://github.com/tecnickcom/TCPDF/blob/main/CHANGELOG.TXT)- [Commits](https://github.com/tecnickcom/TCPDF/compare/6.6.2...6.6.5)---updated-dependencies:- dependency-name: tecnickcom/tcpdf  dependency-type: direct:production  update-type: version-update:semver-patch...Signed-off-by: dependabot[bot] <support@github.com>,0
"Tightened up the default permissions granted to the ""Publisher"" syste… …m role out of the box(cherry picked from commit 8a785e4)",1
feat: impl resources list page,0
Diagnostics for `QuietDownCommandTest.quietDownShouldSuccessWithBlockPlusNonExpiredTimeoutAndRunningExecutor` (#8534),0
Update AdminMakeInstall.php ,1
"[MERGE #6243 @wyrichte] ChakraCore servicing update for August, 2019 Merge pull request #6243 from wyrichte:gh_servicing_1908This release addresses the following issues:CVE-2019-1197CVE-2019-1141CVE-2019-1196CVE-2019-1139CVE-2019-1131CVE-2019-1195",1
"NEXT-31303 - Update de-DE.jsonStarting July 1, 2023, standard Universal Analytics properties stopped processing data. Measurement ID should look like this: G-XXXXXXXXXXfixes #3389",1
Fix QuantizedAvgPool invalid rank issue. Passing in an invalid rank in eager mode led to a runtime crash.Updated the runtime error to match the one generated by theshape function for better consistency.PiperOrigin-RevId: 462419362,1
bug,1
"Bump org.jenkins-ci.main:remoting from 3160.vd76b_9ddd10cc to 3174.v2c9e67f8f9df (#8614)Signed-off-by: dependabot[bot] <support@github.com>Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",0
fix icon,0
Merge pull request #1438 from michaellrowley/security-patch CVE-2021-3678 Patch,1
"[Elements]: Add '$params' parameter to ElementInterface::getById (#16072)* [Elements]: Add '$params' parameter to ElementInterface::getById* [Elements]: Add commented '$params' parameter to ElementInterface::getByIdThis is in preparation for Pimcore 12.* Apply php-cs-fixer changes* Apply php-cs-fixer changesCo-authored-by: Divesh Pahuja <divesh.pahuja@pimcore.com>---------Co-authored-by: Brainshaker95 <Brainshaker95@users.noreply.github.com>Co-authored-by: Divesh Pahuja <divesh.pahuja@pimcore.com>",0
Optimize regular expression for identifying line breaks in comments. ,1
"Fix for security vulnerability caused by trusting ""me"" values See GHSA-mjcr-rqjg-rhg3",1
fix: 解决登录之后 cookie 没有刷新的漏洞 ,1
"fix: copy code button toast message (#1979)* #1952 Fix incorrect localization key for sign-up failure message* feat: add typeScript support to enforce valid translation keys* feat: add typeScript support to enforce valid translation keys* fix lint errors* fix lint error* chore: Disallow destructuring 't' from useTranslationThis commit adds a linting rule to disallow the destructuring of the 't' property from the result of the useTranslation function call. The no-restricted-syntax rule in the ESLint configuration has been updated to enforce this restriction. The intention is to promote alternative approaches like using the useTranslate hook for localization.* fix: typo fixed for memoChat* fix: copy code button toast messageRefactored the code for the ""Copy Code"" button to utilize i18 strings for displaying the success message. Replaced the hard-coded value with the appropriate i18 string ""Code copied successfully.""",0
NEXT-30701 - Write tests for shipping methods,0
"Securely compare signature in derivation_endpoint Using regular string comparison when comparing signature has differentperformance depending on how much of the string matched, which can makederivation_endpoint susceptible to timing attacks. We avoid that byusing `Rack::Utils.secure_compare` instead.Big thanks to @esparta for reporting this.",1
update,0
Merge branch 'MDL-79484' of https://github.com/paulholden/moodle,0
update,0
MDL-77035 grades: WS that returns the grade tree structure in a course,0
Releasing security update ,1
update,0
Refs CVE-2022-34265 -- Unified DatabaseOperations._convert_*_to_tz() … …hook names.,1
Merge pull request from GHSA-v3q9-2p3m-7g43 * u* u,1
Merge branch 'patrik-validate-origin' into 'master'Enforce 'Origin' validationSee merge request ikus-soft/rdiffweb!258,1
fix: escaping text in cause (refs #228) ,1
chore: optmize docker-compose.dev.yml (#2347)Optmize docker-compose.dev.yml,0
Update Security.md,0
Merge pull request from GHSA-mpgr-2cx9-327h Fix get() returning decrypted messages,1
Fix issue with like ,1
MDL-78813 gradereport_grader: Fixed help icon covering course average,0
Check for type inference error on node construction. PiperOrigin-RevId: 409415804Change-Id: Ieb6e020906b96f522bf8e2fa103715ddbbdc434a,1
"Reverts #15960 partially to fix anchor tag closing regression (#16013)* Reverts #15960 partially to fix anchor tag closing regression* Reverts #15960 partially to fix anchor tag closing regression",1
Merge branch 'next-30809/fix-app-rule-condition-validation' into 'trunk'NEXT-30809 - Fix app rule condition validationSee merge request shopware/6/product/platform!11581,1
csrf protection; always set state ,1
NEXT-30511 - Move common classes,0
move logic inside of try,0
"Bump @testing-library/cypress from 9.0.0 to 10.0.1 in /js (#23224)Bumps [@testing-library/cypress](https://github.com/kentcdodds/cypress-testing-library) from 9.0.0 to 10.0.1.- [Release notes](https://github.com/kentcdodds/cypress-testing-library/releases)- [Changelog](https://github.com/testing-library/cypress-testing-library/blob/main/CHANGELOG.md)- [Commits](https://github.com/kentcdodds/cypress-testing-library/compare/v9.0.0...v10.0.1)---updated-dependencies:- dependency-name: ""@testing-library/cypress""  dependency-type: direct:development  update-type: version-update:semver-major...Signed-off-by: dependabot[bot] <support@github.com>Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",0
Merge branch 'next-30878/fix-watch-administration-in-flex-template' into 'trunk'NEXT-30878 - fix Symonfy Flex issues with watcher and buildSee merge request shopware/6/product/platform!11636,1
Allow location of `queue.xml` to be overridden (#8531),0
Set timezone only if set,1
[FEATURE] Add FAL support for FlexFormProcessorSupport for FAL references in FlexForms is added to theFlexFormProcessor. No additional processing is neededanymore to resolve FAL references.Resolves: #94501Releases: mainChange-Id: If3e3355f1dda497be5d7f498b9df85cb56de96d0Reviewed-on: https://review.typo3.org/c/Packages/TYPO3.CMS/+/69753Reviewed-by: Göran Bodenschatz <g.bodenschatz@ecentral.de>Tested-by: Simon Schaufelberger <simonschaufi+typo3@gmail.com>Tested-by: core-ci <typo3@b13.com>Reviewed-by: Stefan Bürk <stefan@buerk.tech>Reviewed-by: Simon Schaufelberger <simonschaufi+typo3@gmail.com>Tested-by: Stefan Bürk <stefan@buerk.tech>,0
"Reduce OS module test noise (#15046)* Reduce os module test noiseJSON stores 1.0 as 1, so format the actual data in the same way.Add tests too to make sure this behavior doesn't break* Only change floats",0
NEXT-30533 - update code mapping for ImportExport module in Content area,0
"Merge pull request from GHSA-vjxv-45g9-9296 Today the verification logic:1. Verifies signatures on attestations (at least one must verify, or it errors),2. All attestations matching the specified `--type` must pass any specified Cue/Rego policies,3. *All* signature-verified attestations are then printed.However, if NONE of the attestations match the specified `--type` then `2.` is considered satisfied and we proceed to `3.`This changes the above logic to:1. Same.2. Same, but these are put into a `checked` list,3. `checked` must be non-empty (or an error is printed about no attestations matching `--type`),4. *Just* the `checked` attestations are printed.---The bug at HEAD:```shell$ cosign verify-attestation --type spdx ghcr.io/distroless/static@sha256:dd7614b5a12bc4d617b223c588b4e0c833402b8f4991fb5702ea83afad1986e2Verification for ghcr.io/distroless/static@sha256:dd7614b5a12bc4d617b223c588b4e0c833402b8f4991fb5702ea83afad1986e2 --The following checks were performed on each of these signatures:  - The cosign claims were validated  - Existence of the claims in the transparency log was verified offline  - Any certificates were verified against the Fulcio roots.Certificate subject:  https://github.com/distroless/static/.github/workflows/release.yaml@refs/heads/mainCertificate issuer URL:  https://token.actions.githubusercontent.comCertificate extension GitHub Workflow Trigger: scheduleCertificate extension GitHub Workflow SHA: 7e7572e578de7c51a2f1a1791f025cf315503aa2Certificate extension GitHub Workflow Name: Create ReleaseCertificate extension GitHub Workflow Trigger distroless/staticCertificate extension GitHub Workflow Ref: refs/heads/main{""payloadType"":""application/vnd.in-toto+json"",""payload"":""eyJfdHlwZSI6Imh0dHBzOi8vaW4tdG90by5pby9TdGF0ZW1lbnQvdjAuMSIsInByZWRpY2F0ZVR5cGUiOiJjb3NpZ24uc2lnc3RvcmUuZGV2L2F0dGVzdGF0aW9uL3Z1bG4vdjEiLCJzdWJqZWN0IjpbeyJuYW1lIjoiZ2hjci5pby9kaXN0cm9sZXNzL3N0YXRpYyIsImRpZ2VzdCI6eyJzaGEyNTYiOiJkZDc2MTRiNWExMmJjNGQ2MTdiMjIzYzU4OGI0ZTBjODMzNDAyYjhmNDk5MWZiNTcwMmVhODNhZmFkMTk4NmUyIn19XSwicHJlZGljYXRlIjp7Imludm9jYXRpb24iOnsicGFyYW1ldGVycyI6bnVsbCwidXJpIjoiaHR0cHM6Ly9naXRodWIuY29tL2Rpc3Ryb2xlc3Mvc3RhdGljL2FjdGlvbnMvcnVucy8yNzc5MjEyNzA1IiwiZXZlbnRfaWQiOiIyNzc5MjEyNzA1IiwiYnVpbGRlci5pZCI6IkNyZWF0ZSBSZWxlYXNlIn0sInNjYW5uZXIiOnsidXJpIjoiaHR0cHM6Ly9naXRodWIuY29tL2FxdWFzZWN1cml0eS90cml2eSIsInZlcnNpb24iOiIwLjI5LjIiLCJkYiI6eyJ1cmkiOiIiLCJ2ZXJzaW9uIjoiIn0sInJlc3VsdCI6eyIkc2NoZW1hIjoiaHR0cHM6Ly9qc29uLnNjaGVtYXN0b3JlLm9yZy9zYXJpZi0yLjEuMC1ydG0uNS5qc29uIiwicnVucyI6W3siY29sdW1uS2luZCI6InV0ZjE2Q29kZVVuaXRzIiwib3JpZ2luYWxVcmlCYXNlSWRzIjp7IlJPT1RQQVRIIjp7InVyaSI6ImZpbGU6Ly8vIn19LCJyZXN1bHRzIjpbXSwidG9vbCI6eyJkcml2ZXIiOnsiZnVsbE5hbWUiOiJUcml2eSBWdWxuZXJhYmlsaXR5IFNjYW5uZXIiLCJpbmZvcm1hdGlvblVyaSI6Imh0dHBzOi8vZ2l0aHViLmNvbS9hcXVhc2VjdXJpdHkvdHJpdnkiLCJuYW1lIjoiVHJpdnkiLCJydWxlcyI6W10sInZlcnNpb24iOiIwLjI5LjIifX19XSwidmVyc2lvbiI6IjIuMS4wIn19LCJtZXRhZGF0YSI6eyJzY2FuU3RhcnRlZE9uIjoiMjAyMi0wOC0wMlQwMjozMzo0N1oiLCJzY2FuRmluaXNoZWRPbiI6IjIwMjItMDgtMDJUMDI6MzM6NTNaIn19fQ=="",""signatures"":[{""keyid"":"""",""sig"":""MEYCIQCovBtLOBXyB2zpvhp3j6QzqLtsH0/RC7fRINSApySqxAIhAIKlzu1fXuKPPOIheNnsPmBOB6XfZbRs5sDW1yFSch1A""}]}```The same with this change:```shell$ go run ./cmd/cosign verify-attestation --type spdx ghcr.io/distroless/static@sha256:dd7614b5a12bc4d617b223c588b4e0c833402b8f4991fb5702ea83afad1986e2Error: none of the attestations matched the predicate type: spdxmain.go:62: error during command execution: none of the attestations matched the predicate type: spdxexit status 1```A valid `--type` with this change:```shell$ go run ./cmd/cosign verify-attestation --type vuln ghcr.io/distroless/static@sha256:dd7614b5a12bc4d617b223c588b4e0c833402b8f4991fb5702ea83afad1986e2Verification for ghcr.io/distroless/static@sha256:dd7614b5a12bc4d617b223c588b4e0c833402b8f4991fb5702ea83afad1986e2 --The following checks were performed on each of these signatures:  - The cosign claims were validated  - Existence of the claims in the transparency log was verified offline  - Any certificates were verified against the Fulcio roots.Certificate subject:  https://github.com/distroless/static/.github/workflows/release.yaml@refs/heads/mainCertificate issuer URL:  https://token.actions.githubusercontent.comCertificate extension GitHub Workflow Trigger: scheduleCertificate extension GitHub Workflow SHA: 7e7572e578de7c51a2f1a1791f025cf315503aa2Certificate extension GitHub Workflow Name: Create ReleaseCertificate extension GitHub Workflow Trigger distroless/staticCertificate extension GitHub Workflow Ref: refs/heads/main{""payloadType"":""application/vnd.in-toto+json"",""payload"":""eyJfdHlwZSI6Imh0dHBzOi8vaW4tdG90by5pby9TdGF0ZW1lbnQvdjAuMSIsInByZWRpY2F0ZVR5cGUiOiJjb3NpZ24uc2lnc3RvcmUuZGV2L2F0dGVzdGF0aW9uL3Z1bG4vdjEiLCJzdWJqZWN0IjpbeyJuYW1lIjoiZ2hjci5pby9kaXN0cm9sZXNzL3N0YXRpYyIsImRpZ2VzdCI6eyJzaGEyNTYiOiJkZDc2MTRiNWExMmJjNGQ2MTdiMjIzYzU4OGI0ZTBjODMzNDAyYjhmNDk5MWZiNTcwMmVhODNhZmFkMTk4NmUyIn19XSwicHJlZGljYXRlIjp7Imludm9jYXRpb24iOnsicGFyYW1ldGVycyI6bnVsbCwidXJpIjoiaHR0cHM6Ly9naXRodWIuY29tL2Rpc3Ryb2xlc3Mvc3RhdGljL2FjdGlvbnMvcnVucy8yNzc5MjEyNzA1IiwiZXZlbnRfaWQiOiIyNzc5MjEyNzA1IiwiYnVpbGRlci5pZCI6IkNyZWF0ZSBSZWxlYXNlIn0sInNjYW5uZXIiOnsidXJpIjoiaHR0cHM6Ly9naXRodWIuY29tL2FxdWFzZWN1cml0eS90cml2eSIsInZlcnNpb24iOiIwLjI5LjIiLCJkYiI6eyJ1cmkiOiIiLCJ2ZXJzaW9uIjoiIn0sInJlc3VsdCI6eyIkc2NoZW1hIjoiaHR0cHM6Ly9qc29uLnNjaGVtYXN0b3JlLm9yZy9zYXJpZi0yLjEuMC1ydG0uNS5qc29uIiwicnVucyI6W3siY29sdW1uS2luZCI6InV0ZjE2Q29kZVVuaXRzIiwib3JpZ2luYWxVcmlCYXNlSWRzIjp7IlJPT1RQQVRIIjp7InVyaSI6ImZpbGU6Ly8vIn19LCJyZXN1bHRzIjpbXSwidG9vbCI6eyJkcml2ZXIiOnsiZnVsbE5hbWUiOiJUcml2eSBWdWxuZXJhYmlsaXR5IFNjYW5uZXIiLCJpbmZvcm1hdGlvblVyaSI6Imh0dHBzOi8vZ2l0aHViLmNvbS9hcXVhc2VjdXJpdHkvdHJpdnkiLCJuYW1lIjoiVHJpdnkiLCJydWxlcyI6W10sInZlcnNpb24iOiIwLjI5LjIifX19XSwidmVyc2lvbiI6IjIuMS4wIn19LCJtZXRhZGF0YSI6eyJzY2FuU3RhcnRlZE9uIjoiMjAyMi0wOC0wMlQwMjozMzo0N1oiLCJzY2FuRmluaXNoZWRPbiI6IjIwMjItMDgtMDJUMDI6MzM6NTNaIn19fQ=="",""signatures"":[{""keyid"":"""",""sig"":""MEYCIQCovBtLOBXyB2zpvhp3j6QzqLtsH0/RC7fRINSApySqxAIhAIKlzu1fXuKPPOIheNnsPmBOB6XfZbRs5sDW1yFSch1A""}]}```Signed-off-by: Matt Moore <mattmoor@chainguard.dev>",1
update gopkg.in/yaml.v2 to v2.2.8 ,1
Merge pull request #52 from rmm5t/strip_set_cookie Rack::Cache caches Set-Cookie response headers yielding potential security holes in apps,1
用户头像上传格式限制 ,1
bug,1
Merge pull request #6678 from csrwng/fix_build_details Merged by openshift-bot,1
Merge branch 'dev' of github.com:microweber/microweber into dev,0
XWIKI-21369: Users get notification for Config page if Admin modifies Scan parameters in Administration's Security Vulnerabilities section,1
Catch struct.error from truncated EXIF when reading DPI,1
XWIKI-21262: Image style creation is not taking into account naming strategy,0
Improvements to cookie value validation (#508) ,1
do not allow invalid hazardous string as section name ,1
update ,1
`DescribableList.replace` called `Saveable.save` twice (#8303),0
Avoid double-drops when `clone` panics in slice push. Fixes #5 ,1
etcdserver: don't let InternalAuthenticateRequest have password ,1
Vertically center device icons (#15361),0
"Ensure `close` is called on the response body no matter what Another fallout from #2809 is thatin some cases the `res_body.close` wasn't called because some previous coderaised.For Rails apps it means CurrentAttributes and a few other importantstates aren't reset properly.This is being improved on the Rails side too, but I believe it wouldbe good to harden this on the puma side as well.",1
docs: fix typo in CONTRIBUTING,0
"Bump manusa/actions-setup-minikube from 2.7.2 to 2.9.0 (#23187)Bumps [manusa/actions-setup-minikube](https://github.com/manusa/actions-setup-minikube) from 2.7.2 to 2.9.0.- [Release notes](https://github.com/manusa/actions-setup-minikube/releases)- [Commits](https://github.com/manusa/actions-setup-minikube/compare/v2.7.2...v2.9.0)---updated-dependencies:- dependency-name: manusa/actions-setup-minikube  dependency-type: direct:production  update-type: version-update:semver-minor...Signed-off-by: dependabot[bot] <support@github.com>Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",0
Set SMaskInData to 1 for PDFs with alpha,1
fix: tag suggestions positioning (#2151),1
"Fix failed check in Conv3DBackpropFilterV2. Passing in a rank-0 `filter_size` causes a check fail and crash,coming from a `filter_size.vec<>()` call.  Here we check the sizefirst.PiperOrigin-RevId: 445517122",1
"ssh/tailssh: fix privilege dropping on FreeBSD; add tests On FreeBSD and Darwin, changing a process's supplementary groups withsetgroups(2) will also change the egid of the process, setting it to thefirst entry in the provided list. This is distinct from the behaviour onother platforms (and possibly a violation of the POSIX standard).Because of this, on FreeBSD with no TTY, our incubator code wouldpreviously not change the process's gid, because it would read thenewly-changed egid, compare it against the expected egid, and since theymatched, not change the gid. Because we didn't use the 'login' programon FreeBSD without a TTY, this would propagate to a child process.This could be observed by running ""id -p"" in two contexts. The expectedoutput, and the output returned when running from a SSH shell, is:    andrew@freebsd:~ $ id -p    uid         andrew    groups      andrewHowever, when run via ""ssh andrew@freebsd id -p"", the output would be:    $ ssh andrew@freebsd id -p    login       root    uid         andrew    rgid        wheel    groups      andrew(this could also be observed via ""id -g -r"" to print just the gid)We fix this by pulling the details of privilege dropping out into theirown function and prepending the expected gid to the start of the list onDarwin and FreeBSD.Finally, we add some tests that run a child process, drop privileges,and assert that the final UID/GID/additional groups are what we expect.More information can be found in the following article:    https://www.usenix.org/system/files/login/articles/325-tsafrir.pdfUpdates #7616Alternative to #7609Signed-off-by: Andrew Dunham <andrew@du.nham.ca>Change-Id: I0e6513c31b121108b50fe561c89e5816d84a45b9(cherry picked from commit ccace1f)",1
Update release note for v2.3.9,0
refactor: upgrade winston from 3.7.2 to 3.8.0 (#8103),0
XWIKI-21410: Hierarchy macro does not generate correct links for object_property references (#2442),0
chore: update username matcher,1
"[TASK] Migrate @typo3/t3editor/autocomplete/* to TypeScriptResolves: #101795Related: #101783Releases: main, 12.4Change-Id: Id881225a77fcbb0fa6dbd9a7e75caba4fbe05ab1Reviewed-on: https://review.typo3.org/c/Packages/TYPO3.CMS/+/80755Tested-by: Andreas Fernandez <a.fernandez@scripting-base.de>Tested-by: core-ci <typo3@b13.com>Tested-by: Christian Kuhn <lolli@schwarzbu.ch>Tested-by: Benjamin Franzke <ben@bnf.dev>Reviewed-by: Benjamin Franzke <ben@bnf.dev>Reviewed-by: Christian Kuhn <lolli@schwarzbu.ch>Reviewed-by: Andreas Fernandez <a.fernandez@scripting-base.de>",0
"Bump @types/uuid from 9.0.3 to 9.0.4 in /js (#23270)Bumps [@types/uuid](https://github.com/DefinitelyTyped/DefinitelyTyped/tree/HEAD/types/uuid) from 9.0.3 to 9.0.4.- [Release notes](https://github.com/DefinitelyTyped/DefinitelyTyped/releases)- [Commits](https://github.com/DefinitelyTyped/DefinitelyTyped/commits/HEAD/types/uuid)---updated-dependencies:- dependency-name: ""@types/uuid""  dependency-type: direct:development  update-type: version-update:semver-patch...Signed-off-by: dependabot[bot] <support@github.com>Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",0
chore(release): 5.3.1 [skip ci]## [5.3.1](https://github.com/parse-community/parse-server/compare/5.3.0...5.3.1) (2022-11-07)### Bug Fixes* Remote code execution via MongoDB BSON parser through prototype pollution; fixes security vulnerability [GHSA-prm5-8g2m-24gg](https://github.com/parse-community/parse-server/security/advisories/GHSA-prm5-8g2m-24gg) ([#8295](https://github.com/parse-community/parse-server/issues/8295)) ([50eed3c](https://github.com/parse-community/parse-server/commit/50eed3cffe80fadfb4bdac52b2783a18da2cfc4f)),1
move to theme resource,0
"Fix: class method naming in document data extractor (#15764)* fix(core): fix class method naming in document data extractor* chore(core): adding bc layerBREAKING CHANGE: Using addDoumentEditables is deprecated and will be removed in Pimcore 12, use addDocumentEditables instead.* chore(sonar): reduce amount of characters in a line",1
perf: Improve performance of recursive pointer iterations (#8741),0
NEXT-29013 - update event emitting for sw-sales-channel-config,0
[TASK] Use CPP in RenderingContextFactoryMinor patch to streamline RenderingContextFactorya bit.Resolves: #101742Releases: mainChange-Id: I97eefb9b9c161ad4052c44dc9d67822c869f67adReviewed-on: https://review.typo3.org/c/Packages/TYPO3.CMS/+/80659Tested-by: Anja Leichsenring <aleichsenring@ab-softlab.de>Tested-by: Andreas Nedbal <andy@pixelde.su>Reviewed-by: Andreas Nedbal <andy@pixelde.su>Reviewed-by: Stefan B�rk <stefan@buerk.tech>Reviewed-by: Anja Leichsenring <aleichsenring@ab-softlab.de>Tested-by: Christian Kuhn <lolli@schwarzbu.ch>Tested-by: Stefan B�rk <stefan@buerk.tech>Reviewed-by: Christian Kuhn <lolli@schwarzbu.ch>Tested-by: core-ci <typo3@b13.com>,0
Add rank checks to GenerateBoundingBoxProposals. PiperOrigin-RevId: 479681553,1
"fix: moves jgroups.dns.query to a system property (#24057)* fix: moves jgroups.dns.query to a system propertycloses #21830* removing the dns query from import* removing the dns query from importalso removing cache-stack",0
Merge branch 'feat/1.1.1/state' into test,0
Link to AdminGuide from REST-API Doc instead of just referencing it by text (#23286),0
